Canonicalized SMILES,Canonicalized Taste
CC1=CC([O-])=NS(=O)(=O)O1,bitter
Nc1ncnc2c1nc(Cl)n2C1OC2COP(=O)([O-])OC2C1O,sweet
O=C1C(O)=C(O)OC1C(O)C[O-],undefined
COC1OC(CO)C(O)C(OC2OC(COS(=O)(=O)[O-])C(O)C(O)C2O)C1O,sweet
O=CC(O)C(O)C(O)C(O)C(=O)[O-].[Ti+2],sweet
COC1OC(C)C(OS(=O)(=O)[O-])C(O)C1OC1OC(C)C(O)C(O)C1O,sweet
CP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet
CCCCP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet
O=C1NS(=O)(=O)c2ccccc21.[F-],sweet
Nc1ncnc2c1ncn2C1OC(CO)C(OP(=O)([O-])O)C1O,sweet
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)OP(=O)([O-])O)C(O)C1O,sweet
O=C1c2ccccc2S(=O)[NH+]1[O-],sweet
CCOC(C)OC(C)C(=O)[O-],undefined
Nc1ncnc2c1ncn2C1CC(OP(=O)([O-])O)C(CO)O1,sweet
O=C(C=Cc1ccc(O)c(O)c1)c1c(O)cc(OC2OC(CO)C(O)C(O)C2O)cc1O,sweet
CC1CCC2(C(=O)O)CCC3(C)C4=CCC5C(C)(C)C(OC6OC(C(=O)O)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C,sweet
COc1c(OC2OC(CO)C(O)C(O)C2O)cc(O)c2c1OC(c1ccccc1)CC2=O,sweet
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3o2)cc1,sweet
O=C1c2c(O)cc(O)cc2OC(c2cc(O)c(OC3OC(CO)C(O)C(O)C3O)c(O)c2)C1O,sweet
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
CC1OC(OC2C(CO)OC(Oc3cc(O)c4c(=O)c(-c5ccc(O)c(O)c5)coc4c3)C(O)C2O)C(O)C(O)C1O,sweet
CC1OC(OC2C(O)C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(CO)C(O)C(O)C6O)CCC45C)C3(C)C)OC(C(=O)O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
CC1OC(OC2C(C(=O)O)OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(CO)C(O)C(O)C6O)CCC45C)C3(C)C)C(O)C2O)C(OC2OCC(O)C(O)C2O)C(O)C1O,sweet
COC(Oc1ccc(C(=O)Cc2ccc3c(c2)OCCO3)c(O)c1)C(O)C(O)C(C)O,sweet
CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5C(=O)C=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)C)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O,sweet
CC1(C)CCC2(C(=O)O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1,sweet
COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1OC1OC(C)C(O)C(O)C1O,sweet
COc1cc(O)c2c(=O)cc(-c3cccc(OC4OC(CO)C(O)C(O)C4O)c3O)oc2c1,sweet
CC1OC(OCC2OC(c3c(O)cc4oc(-c5ccc(O)c(O)c5)cc(=O)c4c3O)C(O)C(O)C2O)C(O)C(O)C1O,sweet
CC1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CC(O)C5(C)CCC34C)C2(C)CO)C(OC2OC(C(=O)O)C(O)C(O)C2OC2OCC(O)C(O)C2O)C(O)C1O,sweet
CC1OC(OC2CC3C(=O)CC4(C)C(=CCC5C6(C)CCC(OC7OCC(O)C(O)C7O)C(C)(C=O)C6CCC54C)C3CC2(C)C)C(O)C(O)C1OC1OC(C(=O)O)C(O)C(O)C1O,sweet
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1O,sweet
CC1OC(OC2C(O)C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(CO)C(O)C(O)C6O)CCC45C)C3(C)C)OC(C(=O)O)C2OC2OCC(O)C(O)C2O)C(O)C(O)C1O,sweet
CC1(C)CCC2(C(=O)OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(CO)(CO)C5CCC43C)C2C1,sweet
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1,sweet
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)ccc1O,sweet
CC1OC(OC2C(CO)OC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7O)C(C)(C)C6CCC5(C)C3(C)CC4)C(O)C2O)C(O)C(O)C1O,sweet
CC1OC(OC2C(O)C(C(=O)O)OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(CO)C(O)C(O)C6O)CCC45C)C3(C)C)C2OC2OCC(O)C(O)C2O)C(O)C(O)C1O,sweet
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(CO)(CO)C5CCC43C)C2C1,sweet
COc1c(O)cc2oc(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)cc(=O)c2c1O,sweet
CC1OC(Oc2ccc(C3Oc4cc(O)cc(O)c4C(=O)C3O)cc2O)C(O)C(O)C1O,sweet
COC(=O)C(Cc1ccccc1)NC(=O)CC(=O)O,sweet
O=c1cc(-c2ccc(O)cc2)oc2c(O)c(O)cc(OC3OC(CO)C(O)C(O)C3O)c12,sweet
O=C1NS(=O)(=O)c2ccccc21.[Cu],sweet
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O.[Zn],sweet
CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O,bitter
NC1CCCCC1.O=S(=O)([O-])NC1CCCCC1.[Hg+2],sweet
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,bitter
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,bitter
OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O.[Sr],sweet
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)cc1O,sweet
COc1c(OC2OC(C)C(O)C(O)C2O)c(OC)c2oc(-c3ccc(O)cc3)cc(=O)c2c1O,sweet
CC(C)=CC(=O)OC1C(CO)OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)C(OC2OC(C)C(O)C(O)C2O)C1O,sweet
O=c1cc(-c2cc(O)c(O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(O)cc(O)c12,sweet
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc(OC2OC(CO)C(O)C(O)C2O)c1O,sweet
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C1O)C3,sweet
O=c1c(-c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,sweet
CCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1F,sweet
OCCOCCOCCOCCOC1OC(CO)C(O)C(O)C1O,sweet
CCCCCCCCCCCCCCOC1C(O)C(CO)OC(OC2C(O)COC2C(O)CO)C1O,sweet
CCCCCCCCCCCCCCOCC(O)C1OCC(O)C1OC1OC(CO)C(O)C(OCCCCCCCCCCCCCC)C1O,sweet
CC(O)CC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
OCC1OC(O)C2OC2(O)C1O,sweet
COc1c(OC2OC(CO)C(O)C(O)C2O)cc2oc(-c3ccccc3)cc(=O)c2c1O,sweet
CC1OC(Oc2ccc3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O,sweet
COC(=O)C(Cc1ccccc1)N(C)C(=O)C(CC(C)C)NC(=O)C(N)C(C)C,sweet
COC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(N)CC(C)C)C(C)C,sweet
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)N(C)C(=O)C(N)C(C)C,sweet
COC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(N)C(C)C,sweet
CNC(C(=O)N(C)C(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)OC)C(C)C,sweet
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(N)CO,sweet
COC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(N)CO)C(C)C,sweet
COC(=O)C(Cc1ccccc1)N(C)C(=O)C(N)CC(C)C,sweet
OCC1OC(OCCC2CCCO2)C(O)C(O)C1O,sweet
CC(C)Oc1cc2oc3cc(OC(C)C)c(OC4OC(CO)C(O)C(O)C4O)c(O)c3c(=O)c2cc1OC(C)C,sweet
CCC(C)Oc1cc2oc3cc(OC(C)CC)c(OC4OC(CO)C(O)C(O)C4O)c(O)c3c(=O)c2cc1OC(C)CC,sweet
CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
COC1C(O)C(CO)OC(O)(O)C1O,sweet
CC(=O)C1OC(CC2C(OC3CC(C)(C)C4CCC5(C)C(C(=O)C=C6C7CC(C)(C(=O)O)CCC7(C)CCC65C)C4(C)C3)OC(C(=O)O)C(O)C2O)C(O)C(O)C1O,sweet
CCCCCCCCCCCOCCCCOC1OC(C(O)CO)C(O)C(O)C1O,sweet
CCCCOP(=O)([O-])OC1C(CO)OC(n2cnc3c(N)ncnc32)C1O,sweet
CCN(CC)CC.COc1nc2c(N)ncnc2n1C1CC(O)C(COP(=O)(O)O)O1,sweet
COc1nc2c(N)ncnc2n1C1CC(O)C(COP(=O)(O)O)O1,sweet
Nc1ncnc2c1nc(N)n2C1OC(COP(=O)([O-])N2CCOCC2)C(O)C1O,sweet
Nc1ncnc2c1nc(N)n2C1OC(COP(=O)(O)N2CCOCC2)C(O)C1O,sweet
CCN(CC)CC.Nc1ncnc2c1nc(Br)n2C1OC(COP(=O)(O)O)C(O)C1O,sweet
Nc1ncnc2c1nc(Br)n2C1CC(O)C(COP(=O)([O-])O)O1,sweet
CCN(CC)CC.Nc1ncnc2c1nc(N)n2C1CC(O)C(COP(=O)(O)O)O1,sweet
Nc1ncnc2c1nc(N)n2C1CC(O)C(COP(=O)(O)O)O1,sweet
Cc1occc1SSSSc1ccoc1C,undefined
CCOCC1OC(OC)C(OCC)C(OCC)C1OC1OC(CO)C(OC)C(O)C1O,sweet
C=C1C2CCC(C2)C1(C)CCC=C(C)CO.CC(=CCCC1(C)C2CC3C(C2)C31C)CO,sweet
C=C1C2CCC(C2)C1(C)CCC=C(C)COC(C)=O.CC(=O)OCC(C)=CCCC1(C)C2CC3C(C2)C31C,bitter
COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4OC)cc3O2)cc1OC,sweet
O=COCC1OC(O)C(O)C(O)C1O,sweet
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OOC2OC(CO)C(O)C(O)C2O)ccc1O,sweet
Nc1nc(F)nc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O,sweet
CCCCC1COC(=O)CO1,undefined
CCO.OCC1OC(O)C(O)C(O)C1O,sweet
OCC1OC(OC2C(O)CC(O)OC2CO)CC(O)C1O,sweet
CC(O)COC1OC(C)C(O)C(O)C1O,sweet
CC1OC(OC2C(c3c(O)cc4oc(-c5ccc(O)c(O)c5)cc(=O)c4c3O)OC(CO)C2O)C(O)C(O)C1O,sweet
COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1OC1OC(C)C(O)C(O)C1O,sweet
COc1ccc(O)c2c(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4O)c(OC)c3oc12,sweet
COc1cc(C(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3O)c(C3OC(CO)C(O)C(O)C3O)c2O)ccc1O,sweet
C#CCOC1C(O)C(CO)OC(OC)C1O,sweet
COC1OC(CO)C(O)C(OC2OC3COC(C2O)C3OC)C1O,sweet
COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC1OC(COC2OC(C)C(O)C(O)C2O)C(O)C(O)C1O,sweet
COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1OC1OC(COC2OC(C)C(O)C(O)C2O)C(O)C(O)C1O,sweet
O=COCC(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)OC=O,sweet
C=CCOC(=O)C=Cc1ccccc1,undefined
CC(C)C(=O)OCC=Cc1ccccc1,sweet
CC(C)CC(=O)OCC=Cc1ccccc1,sweet
O=C([O-])C1OC(O)C(O)C(O)C1O,undefined
NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NCC(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
OCC1OCC(O)(O)C(O)C1O,sweet
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O[Se](=O)(=O)O)C(OP(=O)(O)O)C1O,sweet
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
O=COCC(COC1OC(CO)C(O)C(O)C1O)OC=O,sweet
OCC1OC(OC2C(O)C(CO)OC(OC3(CO)OC(CO)C(O)C3O)C2O)C(O)C(O)C1O,sweet
Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O,sweet
O=c1c(-c2ccc(O)cc2)coc2c(O)c(OC3OCC(O)C(O)C3O)ccc12,sweet
C=CC(=C)CCC=C(C)CCC=C(C)C=O,sweet
CC(CCC(C)OC1OC(C)C(O)CC1O)OC1OC(C)C(O)CC1O,sweet
CC(O)CCC(C)OC1OC(C)C(O)CC1O,sweet
CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(CO)C(O)C(O)C6O)CCC45C)C3(C)C)OC(C(=O)O)C(O)C2O)C(O)C(O)C1O,sweet
COc1ccc(C2CC(=O)c3ccc(OC4OC(COC(=O)CC(C)CCCC(CO)CCC=C(C)C)C(O)C(O)C4O)cc3O2)cc1O,sweet
CCC(C)C(CCC(C)CCCC(C)CCCC(C)C)OC1C(CO)OC(Oc2cc(O)c3c(=O)cc(-c4ccc(OC)c(OC)c4)oc3c2)C(O)C1O,sweet
CCCCOC(=O)C=Cc1ccccc1,sweet
O=C(C=Cc1ccc(O)cc1)c1ccccc1,bitter
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
COC1(C)OC2C(O)OC3COC(C)(C)OC3C2OC1(C)OC,sweet
O=c1cc(-c2ccc(OC3OCC(O)C(O)C3O)cc2)oc2cc(O)c(OC3OC(CO)C(O)C(O)C3O)c(O)c12,sweet
OCC1OC(OCC2C(O)OC(O)C(O)C2O)C(O)C(O)C1O,sweet
O=c1cc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)oc2cc(O)c(OC3OCC(O)C(O)C3O)c(O)c12,sweet
CC1(C)CCC2C(=O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet
CC1(C)CCC2C(=O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet
CC(O)CC1OC(O)C(O)C(O)C1O,sweet
COC(OC)C1CC(O)CC(O)O1,sweet
CC(O)CCC1OC(O)C(O)C(O)C1O,sweet
O=CC(O)C(O)C(O)CC(=O)O,sweet
OCC1OC(COCC2(O)OCC(O)C(O)C2O)C(O)C(O)C1O,sweet
OCC1OC(COCC2(O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
OCC1OC(OC2C(O)C(O)OC(CO)C2O)C(O)C1O,sweet
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C1O,sweet
OCC1OC(O)C(O)C(OC2OCC(O)C(OC3OCC(O)C(O)C3O)C2O)C1O,sweet
OCC1OC(OC2C(O)C(CO)OC(OC3COC(O)C(O)C3O)C2O)C(O)C(O)C1O,sweet
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(C)NC(=O)C(N)CC(=O)O)C(C)C)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)O)C(C)C,sweet
CCCCCCCC(=O)CC(=O)[O-].OCC(O)CO,undefined
CCCCCC(=O)CC(=O)[O-].OCC(O)CO,undefined
CCCCCCCCCCCC(=O)CC(=O)[O-].OCC(O)CO,undefined
CCCCCCCCCC(=O)CC(=O)[O-].OCC(O)CO,undefined
CCOC(=O)C=C(CC(=O)O)C(=O)O,sweet
CC1OC(Oc2c(O)cc(-c3cc(=O)c4c(O)cc(O)cc4o3)cc2O)C(O)C(O)C1O,sweet
COc1cc(O)c2c(=O)c3c(OC4OC(CO)C(O)C(O)C4O)c(OC)ccc3oc2c1,sweet
C=C1CC23CCC4C(C)(C(=O)OC5OC(COC6OCC(O)C(O)C6O)C(O)C(O)C5O)CCCC4(C)C2CC(O)C1C3,sweet
COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(OP(=O)(O)O)C1O,sweet
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O.[V],sweet
CC(=O)OCOC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,sweet
COCOC1COC(C)C(O)C1OCOC,sweet
CC1=CC(=O)NS(=O)(=O)O1.COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet
O=c1cc(-c2ccc(O)cc2)oc2c(OC3OCC(O)C(O)C3O)c(O)c(OC3OCC(O)C(O)C3O)c(O)c12,sweet
OCC1CC(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)O1,sweet
OCC(O)C(O)C(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O)C(O)CO,sweet
OCC(O)CC(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O)C(O)CO,sweet
CC1OC(OC2C(OC3C(OC4CC(C)(CO)C5CCC6(C)C(CC=C7C8CC(C)(C)CC(O)C8(C)CCC76C)C5(C)C4)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)NP(=O)(O)OP(=O)(O)O,sweet
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)NP(=O)(O)OP(=O)(O)O)C1O,sweet
Nc1ncnc2c1ncn2C1OC(CO)C(OP(=O)(O)NP(=O)(O)OP(=O)(O)O)C1O,sweet
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1OP(=O)(O)NP(=O)(O)OP(=O)(O)O,sweet
NC(CO)(CO)CO.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet
CCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
O=c1c(O)c(-c2ccc(OC3OCC(O)C(O)C3(O)CO)c(O)c2)oc2cc(O)cc(O)c12,sweet
O=c1c(O)c(-c2ccc(O)c(OC3OCC(O)C(O)C3(O)CO)c2)oc2cc(O)cc(O)c12,sweet
CCCCOC1C(O)COC(O)C1O,sweet
COC(=O)CC(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)OC,sweet
CCCOC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1O,sweet
COC(=O)CCC(NC(=O)C(N)Cc1ccccc1)C(=O)OC,sweet
COC1OC(COC2OC(CO)C(O)C(O)C(O)C2O)C(O)C1O,sweet
COC1OC(COC2OC(CO)C(O)C(O)C(O)C2O)C(O)C(O)C1O,sweet
O=C1c2ccccc2S(=O)(=O)N1S(=O)(=O)O,sweet
CC1OC(Oc2c(-c3ccc([O-])c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,sweet
CC(=O)OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet
COC1OC(C(=O)[O-])C(OC2OC(C(=O)[O-])C(OC)C(O)C2O)C(O)C1O,undefined
OCC1OC(O)C(O)C(O)C1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,sweet
OCC1OC2OCC3(OC(CO)C(O)C3O)OC2C1O,sweet
O=C(CC(O)C(O)CO)C(O)O,sweet
COCC(OC)C1OC(O)C(O)C1OC,sweet
CC1C(CO)OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C1O,sweet
CC1=CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,sweet
CC1=CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,sweet
CC1=CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,sweet
OC1CCC(O)C(CF)O1,sweet
OCC1OC(OC2C(OC3CCCCC3)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
CC(C)(C)P(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)[O-])C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O1,sweet
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)[O-])C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OCC(O)C2O)C(O)C1O,sweet
Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)C([NH3+])C1O,sweet
CC1(C)CCC2(C(=O)[O-])CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)[O-])C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C([NH3+])C1O,sweet
Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])N2CCOCC2)C(O)C1O,sweet
Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC(O)C(O)C(O)C[NH3+])C(O)C1O,sweet
OC1OC(COC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,sweet
CC1(C)CCC2(C(=O)[O-])CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)[O-])C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
CCC(C)C(NC(=O)C(C)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CC(C)C)C(C)CC)C(=O)O,sweet
Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1,sweet
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)[O-])NC(=O)OC(C)(C)C,sweet
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)[O-])[NH+](CCC(C)(C)C)CCC(C)(C)C,sweet
